frame,velocidade_media,aceleracao_media,jitter_medio,fluidez_movimento,confianca_media,confianca_min,confianca_std,total_pessoas,video,tracking,classe
42,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
43,0.0,0.5819171071052551,0.5000000139137676,0.871420999025319,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
44,0.5819171071052551,0.5421252250671387,0.5000000139137676,0.9518486325704465,0.6534427404403687,0.04506832733750343,0.3314688801765442,3,Assault014_x264,DeepSORT,assault
45,0.3103100657463074,0.3103100657463074,0.49756505147465807,0.9612845236136822,0.7896437644958496,0.2852371335029602,0.19795732200145721,3,Assault014_x264,DeepSORT,assault
46,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
47,0.0,0.4765148162841797,0.5000000139137676,0.9699159981944169,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
48,0.4765148162841797,0.4765148162841797,0.5000000139137676,0.9699159981944169,0.6199517250061035,0.02354792319238186,0.35940682888031006,3,Assault014_x264,DeepSORT,assault
49,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
50,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
51,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
52,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
53,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
54,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault014_x264,DeepSORT,assault
55,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,2,Assault014_x264,DeepSORT,assault
56,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
57,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
58,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
59,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
60,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
61,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
62,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
63,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
64,0.0,0.27619045972824097,0.5000000139137676,0.952019811568314,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
65,0.27619045972824097,0.27619045972824097,0.5000000139137676,0.952019811568314,0.6859705448150635,0.17904992401599884,0.24553269147872925,1,Assault014_x264,DeepSORT,assault
66,0.0,0.13388286530971527,0.5000000139137676,0.9473837306952563,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
67,0.13388286530971527,0.14920750260353088,0.5000000139137676,0.9381599139165343,0.6440141797065735,0.22330738604068756,0.2778044641017914,1,Assault014_x264,DeepSORT,assault
68,0.14472930133342743,0.16653865575790405,0.33686648563033983,0.9242718933862213,0.7303041219711304,0.21156081557273865,0.2332092523574829,1,Assault014_x264,DeepSORT,assault
69,0.056421153247356415,0.2069370150566101,0.31840418073983223,0.922683911436464,0.7988161444664001,0.17921122908592224,0.2264718860387802,1,Assault014_x264,DeepSORT,assault
70,0.18592111766338348,0.18592111766338348,0.2642354682522767,0.9291281039440445,0.6279886364936829,0.03294195979833603,0.35229092836380005,1,Assault014_x264,DeepSORT,assault
71,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
72,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
73,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
74,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
75,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
76,0.0,0.5201835036277771,0.5000000139137676,0.9707227763283117,0.0,0.0,0.0,1,Assault014_x264,DeepSORT,assault
77,0.5201835036277771,0.44348952174186707,0.5000000139137676,0.9646421857365162,0.8291115164756775,0.3394378125667572,0.17400771379470825,1,Assault014_x264,DeepSORT,assault
78,0.21937565505504608,0.17221908271312714,0.4172469218042133,0.9060325161551701,0.6149029731750488,0.07792780548334122,0.31797993183135986,1,Assault014_x264,DeepSORT,assault
79,0.04715657979249954,0.4445187747478485,0.16115171095025319,0.8578059812240719,0.8122454285621643,0.22695320844650269,0.23866350948810577,1,Assault014_x264,DeepSORT,assault
80,0.4779149889945984,0.388287752866745,0.6781432244077569,0.8445219047974766,0.657508373260498,0.06334085017442703,0.3406858444213867,2,Assault014_x264,DeepSORT,assault
81,0.2323431670665741,0.3313637375831604,0.5669497178857096,0.8343024529740278,0.5296846032142639,0.029247745871543884,0.3637532591819763,2,Assault014_x264,DeepSORT,assault
82,0.10993249714374542,0.18221554160118103,0.5309046467423151,0.8794161531891032,0.5721055865287781,0.03040023148059845,0.37579262256622314,2,Assault014_x264,DeepSORT,assault
83,0.18397389352321625,0.23259155452251434,0.46347815762081085,0.8577406692538042,0.7112854719161987,0.029848648235201836,0.347421258687973,2,Assault014_x264,DeepSORT,assault
84,0.07710760831832886,0.13758888840675354,0.41579072547316653,0.901376245245969,0.6678329706192017,0.023577356711030006,0.339367151260376,2,Assault014_x264,DeepSORT,assault
85,0.09393827617168427,0.09393827617168427,0.2444516355938578,0.9446007345728701,0.723556399345398,0.06710101664066315,0.29886433482170105,2,Assault014_x264,DeepSORT,assault
86,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,2,Assault014_x264,DeepSORT,assault
87,0.0,0.2315623015165329,0.5000000139137676,0.9431886238451431,0.0,0.0,0.0,2,Assault014_x264,DeepSORT,assault
88,0.2315623015165329,0.13174214959144592,0.5000000139137676,0.9724734139548356,0.7965157628059387,0.11097496002912521,0.25016042590141296,2,Assault014_x264,DeepSORT,assault
89,0.18623745441436768,0.17523930966854095,0.38431596157639997,0.9019827296347827,0.6670013666152954,0.015207711607217789,0.36822769045829773,2,Assault014_x264,DeepSORT,assault
90,0.1240936741232872,0.11219272762537003,0.33828891047049037,0.9280392529496359,0.7485357522964478,0.02911747619509697,0.3438330888748169,2,Assault014_x264,DeepSORT,assault
91,0.025957003235816956,0.05840763449668884,0.24942560702043343,0.9595939065970874,0.7442144751548767,0.033782970160245895,0.34083420038223267,2,Assault014_x264,DeepSORT,assault
92,0.07401188462972641,0.005703793838620186,0.3004003333246141,0.9999559665229651,0.7015420198440552,0.024003321304917336,0.34813573956489563,2,Assault014_x264,DeepSORT,assault
93,0.07137547433376312,0.10425980389118195,0.29698540949433694,0.930767415676433,0.7090325355529785,0.027348238974809647,0.34384840726852417,2,Assault014_x264,DeepSORT,assault
94,0.0669272318482399,0.16893981397151947,0.2848956710994513,0.8929179464436952,0.7094801664352417,0.02422601543366909,0.3499428331851959,2,Assault014_x264,DeepSORT,assault
95,0.232399120926857,0.3162477910518646,0.35091151745712323,0.8498136444012061,0.6571914553642273,0.032613206654787064,0.3535046875476837,2,Assault014_x264,DeepSORT,assault
96,0.11278344690799713,0.2087666094303131,0.2918538314526633,0.8878775801030027,0.7617829442024231,0.109870046377182,0.27623066306114197,2,Assault014_x264,DeepSORT,assault
97,0.12361307442188263,0.2563338279724121,0.42575802052896616,0.8780246505243117,0.8432683348655701,0.12657204270362854,0.22184285521507263,2,Assault014_x264,DeepSORT,assault
98,0.15727414190769196,0.10883986949920654,0.6184317375177452,0.9342726336110095,0.743371844291687,0.11237619817256927,0.28509068489074707,2,Assault014_x264,DeepSORT,assault
99,0.06964466720819473,0.1509869247674942,0.467030880517593,0.9071290656588186,0.7389267086982727,0.10786232352256775,0.29800930619239807,2,Assault014_x264,DeepSORT,assault
100,0.12191597372293472,0.1676843911409378,0.7737631407122674,0.9117210937778826,0.8363820910453796,0.18279235064983368,0.2170732617378235,2,Assault014_x264,DeepSORT,assault
101,0.05432651564478874,0.2093144655227661,0.501985815523958,0.8877819347354008,0.8501162528991699,0.3313641846179962,0.18595166504383087,2,Assault014_x264,DeepSORT,assault
102,0.26360851526260376,0.0065963310189545155,0.5709290999326451,0.9999351105997828,0.6780449151992798,0.05461099371314049,0.3358183801174164,3,Assault014_x264,DeepSORT,assault
103,0.26270514726638794,0.30565014481544495,0.9084076464036088,0.8618665056760283,0.8294532895088196,0.24624836444854736,0.19831696152687073,3,Assault014_x264,DeepSORT,assault
104,0.05475256219506264,0.00322509347461164,0.501927379461059,0.9999854734333199,0.8146734833717346,0.29961109161376953,0.21332763135433197,3,Assault014_x264,DeepSORT,assault
105,0.054568011313676834,0.0074654072523117065,0.715743112224714,0.9999275242733869,0.8765091896057129,0.465229332447052,0.15226952731609344,3,Assault014_x264,DeepSORT,assault
106,0.06188809126615524,0.25514698028564453,0.6255010591996991,0.8714445473476005,0.7041449546813965,0.09051636606454849,0.3174075782299042,3,Assault014_x264,DeepSORT,assault
107,0.3131323754787445,0.213322252035141,0.45175812218749983,0.8891055140412918,0.6886192560195923,0.022122355177998543,0.3565015494823456,3,Assault014_x264,DeepSORT,assault
108,0.12667769193649292,0.2609083652496338,0.3217268021525757,0.8647121701864823,0.7077012658119202,0.024334536865353584,0.3496428430080414,3,Assault014_x264,DeepSORT,assault
109,0.17350319027900696,0.210287407040596,0.6305275471918931,0.8889540378609165,0.757140576839447,0.0749322697520256,0.29479971528053284,3,Assault014_x264,DeepSORT,assault
110,0.16929744184017181,0.10907233506441116,0.41602230683152536,0.9290877967872968,0.8741880655288696,0.38008221983909607,0.16035141050815582,3,Assault014_x264,DeepSORT,assault
111,0.272660493850708,0.36508727073669434,0.4304445548279704,0.8503762550960081,0.6884785890579224,0.0589781329035759,0.3081539273262024,3,Assault014_x264,DeepSORT,assault
112,0.1102224588394165,0.006664525251835585,0.3829736017315201,0.999952455765664,0.7488513588905334,0.08013734221458435,0.26308518648147583,3,Assault014_x264,DeepSORT,assault
113,0.106065534055233,0.15231314301490784,0.5545830153199798,0.9057309194433184,0.6668821573257446,0.0632239282131195,0.32401129603385925,3,Assault014_x264,DeepSORT,assault
114,0.057496100664138794,0.09223029017448425,0.6776975166189182,0.972834413019083,0.7441228032112122,0.07795400172472,0.26327064633369446,3,Assault014_x264,DeepSORT,assault
115,0.06152047961950302,0.20083393156528473,0.5389823320187352,0.9271759298788365,0.7362977266311646,0.2401302456855774,0.24259744584560394,3,Assault014_x264,DeepSORT,assault
116,0.14435887336730957,0.15520626306533813,0.42930167445235035,0.9183557579256719,0.7284901142120361,0.19557325541973114,0.2438056766986847,3,Assault014_x264,DeepSORT,assault
117,0.018030548468232155,0.14343902468681335,0.6643946607364475,0.9154296034415552,0.850457489490509,0.29025253653526306,0.18228106200695038,3,Assault014_x264,DeepSORT,assault
118,0.15685991942882538,0.15318746864795685,0.8050178586812734,0.9161688512075439,0.634541928768158,0.07034891098737717,0.2983247935771942,3,Assault014_x264,DeepSORT,assault
119,0.005214211065322161,0.008968528360128403,0.5791266929744944,0.9998866344578768,0.7819523811340332,0.10894907265901566,0.25549396872520447,3,Assault014_x264,DeepSORT,assault
120,0.012977514415979385,0.005886073224246502,0.6620630618267774,0.9999568928862811,0.8010462522506714,0.1047566682100296,0.2503591775894165,3,Assault014_x264,DeepSORT,assault
121,0.00753854401409626,0.05795523151755333,0.7100998581504678,0.998557902850025,0.7795557975769043,0.08480125665664673,0.26503369212150574,3,Assault014_x264,DeepSORT,assault
122,0.06549376994371414,0.16400255262851715,0.3870637466794961,0.9331269073172314,0.7649059295654297,0.0902903750538826,0.2738637328147888,3,Assault014_x264,DeepSORT,assault
123,0.11175122112035751,0.10689610242843628,0.58091544362713,0.9250849628622622,0.6911556720733643,0.04965769127011299,0.3202964961528778,3,Assault014_x264,DeepSORT,assault
124,0.008542745374143124,0.10839822143316269,0.5490889629336031,0.9246105139722125,0.6669624447822571,0.07023441046476364,0.31272098422050476,3,Assault014_x264,DeepSORT,assault
125,0.11105716973543167,0.0038375165313482285,0.7926541538096794,0.9999922188986339,0.713578999042511,0.05830811336636543,0.3259546160697937,4,Assault014_x264,DeepSORT,assault
126,0.10927429050207138,0.057642556726932526,0.4945551009439196,0.9987477954760685,0.7305423021316528,0.079713374376297,0.31280800700187683,4,Assault014_x264,DeepSORT,assault
127,0.0,0.0,0.0,0.0,0.6775080561637878,0.06059972941875458,0.32582712173461914,4,Assault014_x264,DeepSORT,assault
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Assault030_x264,DeepSORT,assault
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Assault030_x264,DeepSORT,assault
2,0.0,0.0,0.0,0.0,0.9452294707298279,0.6157684922218323,0.09188122302293777,1,Assault030_x264,DeepSORT,assault
3,0.026723744347691536,0.027456142008304596,0.0,0.9999023902535541,0.9440693855285645,0.6523391604423523,0.09168925136327744,1,Assault030_x264,DeepSORT,assault
4,0.05052245408296585,0.07216585427522659,0.1832412826632345,0.969497690099426,0.9468947052955627,0.6434913873672485,0.08483070880174637,1,Assault030_x264,DeepSORT,assault
5,0.0966593474149704,0.21339881420135498,0.4555360515994154,0.8963202798500591,0.8900090456008911,0.4572688043117523,0.12285995483398438,1,Assault030_x264,DeepSORT,assault
6,0.18162521719932556,0.16960065066814423,0.4975958632169139,0.8991878706118436,0.6386072039604187,0.14558571577072144,0.2775544226169586,2,Assault030_x264,DeepSORT,assault
7,0.017712252214550972,0.12386924773454666,0.33625734659286083,0.9125780507284359,0.719323992729187,0.04657500609755516,0.2801720201969147,2,Assault030_x264,DeepSORT,assault
8,0.13087977468967438,0.12094071507453918,0.3988392204815704,0.9132896978239181,0.7512062788009644,0.09100186079740524,0.24990509450435638,2,Assault030_x264,DeepSORT,assault
9,0.01059762854129076,0.12055711448192596,0.7041514464023038,0.9140807257272743,0.7634745836257935,0.12131033837795258,0.23873071372509003,2,Assault030_x264,DeepSORT,assault
10,0.12371130287647247,0.12226104736328125,0.4074850257149541,0.91313341709194,0.7328768968582153,0.06133817508816719,0.277483731508255,2,Assault030_x264,DeepSORT,assault
11,0.012181024067103863,0.11745696514844894,0.514401126269281,0.9198338295005476,0.7592316269874573,0.06532558053731918,0.27755019068717957,2,Assault030_x264,DeepSORT,assault
12,0.11465714126825333,0.0027469624765217304,0.5956905088397015,0.9999840490288598,0.8146596550941467,0.12754730880260468,0.2389996200799942,2,Assault030_x264,DeepSORT,assault
13,0.11624589562416077,0.11635411530733109,0.5342251811528121,0.9196492129109752,0.7596089839935303,0.04311322048306465,0.3308093249797821,3,Assault030_x264,DeepSORT,assault
14,0.012789362110197544,0.059535473585128784,0.3741293036117568,0.9587301403621972,0.7447689771652222,0.032154351472854614,0.33847108483314514,3,Assault030_x264,DeepSORT,assault
15,0.06446152925491333,0.11158320307731628,0.5225487830391984,0.9255642710310457,0.7545605301856995,0.03836795315146446,0.3312774896621704,3,Assault030_x264,DeepSORT,assault
16,0.06326304376125336,0.06082114577293396,0.521586257603162,0.9573374344759836,0.7128170728683472,0.04680752009153366,0.32030966877937317,3,Assault030_x264,DeepSORT,assault
17,0.11083494871854782,0.11094748973846436,0.6323733678695936,0.924233597543841,0.6274636387825012,0.0448753647506237,0.27713215351104736,3,Assault030_x264,DeepSORT,assault
18,0.009684481658041477,0.004040876869112253,0.4435777184550617,0.9999817375271173,0.6631370186805725,0.06794504076242447,0.2999701201915741,3,Assault030_x264,DeepSORT,assault
19,0.01065731793642044,0.0571347214281559,0.7011404713431898,0.959553862671105,0.6861523389816284,0.06443221122026443,0.2719288766384125,3,Assault030_x264,DeepSORT,assault
20,0.06449098140001297,0.007645099423825741,0.5752779193226877,0.999918435121308,0.7949771285057068,0.07087606191635132,0.2675968110561371,3,Assault030_x264,DeepSORT,assault
21,0.060110658407211304,0.23157082498073578,0.6960427217106554,0.8573929521157414,0.6485341787338257,0.04496816173195839,0.29589828848838806,3,Assault030_x264,DeepSORT,assault
22,0.2893902063369751,0.4573969542980194,0.532529245181898,0.8127600965654304,0.6200925707817078,0.08389627188444138,0.2560620903968811,3,Assault030_x264,DeepSORT,assault
23,0.1863694190979004,0.31088030338287354,0.4316163876165723,0.8196541115906818,0.6420930624008179,0.047226857393980026,0.3304840624332428,3,Assault030_x264,DeepSORT,assault
24,0.4943370223045349,0.5917635560035706,0.7783868752164029,0.8081567043700449,0.420879602432251,0.03864055499434471,0.2745548486709595,3,Assault030_x264,DeepSORT,assault
25,0.2206186056137085,0.2791459262371063,0.4656879894357777,0.8473097384657394,0.5577698945999146,0.02784026600420475,0.31483304500579834,3,Assault030_x264,DeepSORT,assault
26,0.07023811340332031,0.06497576832771301,0.6357806456825499,0.9433733744544813,0.6651684641838074,0.04055390879511833,0.28898799419403076,3,Assault030_x264,DeepSORT,assault
27,0.006515188608318567,0.06726992875337601,0.5969091663696134,0.9381776066117938,0.6161917448043823,0.04002952575683594,0.28843796253204346,3,Assault030_x264,DeepSORT,assault
28,0.07256823033094406,0.18203963339328766,0.5303028311854462,0.8751735672921014,0.6757456064224243,0.04859795793890953,0.2762790620326996,3,Assault030_x264,DeepSORT,assault
29,0.12096063047647476,0.06908860802650452,0.429619088521279,0.9384344881617058,0.7701735496520996,0.11013516783714294,0.2392592877149582,3,Assault030_x264,DeepSORT,assault
30,0.18594679236412048,0.18135306239128113,0.5354305957048332,0.8699702961886113,0.6822584271430969,0.056899793446063995,0.27926763892173767,3,Assault030_x264,DeepSORT,assault
31,0.007237161975353956,0.11719667911529541,0.7480490721979757,0.9142015246635714,0.6910347938537598,0.06563924998044968,0.26522618532180786,3,Assault030_x264,DeepSORT,assault
32,0.1208278015255928,0.11642627418041229,0.42506490811019143,0.9150434704478941,0.7283852696418762,0.08532896637916565,0.2542109191417694,3,Assault030_x264,DeepSORT,assault
33,0.0049697719514369965,0.004964267369359732,0.43271456819862414,0.9999032781843623,0.7261539697647095,0.09840470552444458,0.249149352312088,3,Assault030_x264,DeepSORT,assault
34,0.008454663679003716,0.007787078619003296,0.6157392769469262,0.9997897179464662,0.7323340177536011,0.09382864832878113,0.24074684083461761,3,Assault030_x264,DeepSORT,assault
35,0.007538695354014635,0.07472949475049973,0.4727445234857856,0.9369479809500773,0.7215842008590698,0.06463538110256195,0.26573145389556885,3,Assault030_x264,DeepSORT,assault
36,0.08144737780094147,0.07262034714221954,0.5651759557037526,0.9374656585925424,0.7901515960693359,0.13583341240882874,0.2263825386762619,3,Assault030_x264,DeepSORT,assault
37,0.012739855796098709,0.01266512367874384,0.6293790888284508,0.9998450843041865,0.777534008026123,0.15158292651176453,0.2427615076303482,3,Assault030_x264,DeepSORT,assault
38,0.013804323971271515,0.011721680872142315,0.622637274717199,0.9998847812440513,0.7543741464614868,0.0763576403260231,0.283357709646225,3,Assault030_x264,DeepSORT,assault
39,0.02016391046345234,0.06127884238958359,0.7176331014590472,0.9585007052708587,0.7380444407463074,0.11504056304693222,0.2219393104314804,3,Assault030_x264,DeepSORT,assault
40,0.07252095639705658,0.11472004652023315,0.806908758607496,0.9257284946861202,0.7398173809051514,0.05414590612053871,0.293516606092453,3,Assault030_x264,DeepSORT,assault
41,0.17049327492713928,0.16605447232723236,0.45430141901594484,0.89246849300826,0.7049036622047424,0.049465812742710114,0.2823460102081299,3,Assault030_x264,DeepSORT,assault
42,0.11222237348556519,0.32027626037597656,0.6182475880286226,0.8723763545477595,0.6326107382774353,0.05338819697499275,0.2961410582065582,3,Assault030_x264,DeepSORT,assault
43,0.22401151061058044,0.12878566980361938,0.5691570073524853,0.9421611239601076,0.5281989574432373,0.039927735924720764,0.30876052379608154,3,Assault030_x264,DeepSORT,assault
44,0.2884249985218048,0.02082197740674019,0.496532706327106,0.9994380366698108,0.6815142631530762,0.10108447819948196,0.26558735966682434,3,Assault030_x264,DeepSORT,assault
45,0.30443835258483887,0.6415066123008728,0.7464166569863426,0.8736880933304756,0.6695445775985718,0.10721791535615921,0.31607112288475037,3,Assault030_x264,DeepSORT,assault
46,0.5464397668838501,0.5464397668838501,0.5229681566542372,0.828208976594549,0.4913322329521179,0.038636431097984314,0.30517929792404175,3,Assault030_x264,DeepSORT,assault
47,0.0,0.31092026829719543,0.5000000139137676,0.8375987585405535,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
48,0.31092026829719543,0.30185261368751526,0.5000000139137676,0.8551789614921342,0.34024932980537415,0.00861463975161314,0.29887667298316956,3,Assault030_x264,DeepSORT,assault
49,0.2517249286174774,0.15879638493061066,0.5766394036972435,0.896009136323629,0.2691335678100586,0.031461201608181,0.21805459260940552,3,Assault030_x264,DeepSORT,assault
50,0.09475576877593994,0.09475576877593994,0.6127532320782828,0.9476220308624511,0.28030669689178467,0.008874483406543732,0.2569754123687744,3,Assault030_x264,DeepSORT,assault
51,0.0,0.5443724989891052,0.5000000139137676,0.790844666097868,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
52,0.5443724989891052,0.4830703139305115,0.5000000139137676,0.8418489322619521,0.6508813500404358,0.07149964570999146,0.2919015884399414,3,Assault030_x264,DeepSORT,assault
53,0.3937525451183319,0.2535575330257416,0.7015172701124022,0.8763392099460008,0.6955413818359375,0.06575237214565277,0.27245864272117615,3,Assault030_x264,DeepSORT,assault
54,0.2640968859195709,0.3614027798175812,0.6791125800329633,0.868717884418281,0.6434829831123352,0.03156888857483864,0.29990923404693604,3,Assault030_x264,DeepSORT,assault
55,0.18620535731315613,0.18620535731315613,0.5044402440022021,0.8744915880981335,0.4793891906738281,0.05860166624188423,0.2558530867099762,3,Assault030_x264,DeepSORT,assault
56,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
57,0.0,0.0,0.5000000139137676,1.0,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
58,0.0,0.18029028177261353,0.5000000139137676,0.9037626324967771,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
59,0.18029028177261353,0.18029028177261353,0.5000000139137676,0.9037626324967771,0.49364173412323,0.028266923502087593,0.2770824134349823,3,Assault030_x264,DeepSORT,assault
60,0.0,0.3023679256439209,0.5000000139137676,0.8507867457478578,0.0,0.0,0.0,3,Assault030_x264,DeepSORT,assault
61,0.3023679256439209,0.4293580949306488,0.5000000139137676,0.8438659800944351,0.5896663665771484,0.05940572917461395,0.2956337034702301,3,Assault030_x264,DeepSORT,assault
62,0.28078439831733704,0.1757810264825821,0.4929547876213856,0.9085076739907104,0.8432040214538574,0.31479519605636597,0.1897200495004654,3,Assault030_x264,DeepSORT,assault
63,0.13253797590732574,0.13955679535865784,0.37177330574855166,0.928982456427895,0.7477193474769592,0.07268628478050232,0.3079904019832611,3,Assault030_x264,DeepSORT,assault
64,0.27010899782180786,0.1986125111579895,0.8343130712683935,0.9085515351007011,0.8159428834915161,0.35323721170425415,0.14978361129760742,3,Assault030_x264,DeepSORT,assault
65,0.17524947226047516,0.3459988832473755,0.7738207419742679,0.8951738600859723,0.8102482557296753,0.1980961263179779,0.1999664157629013,3,Assault030_x264,DeepSORT,assault
66,0.3211255669593811,0.29534193873405457,0.4127733755708273,0.8990985603943743,0.7016342878341675,0.0035579113755375147,0.39001575112342834,3,Assault030_x264,DeepSORT,assault
67,0.02578367479145527,0.019815338775515556,0.32516936927624374,0.9996230704282518,0.7236514091491699,0.024592285975813866,0.37869277596473694,3,Assault030_x264,DeepSORT,assault
68,0.007742532063275576,0.0056527056731283665,0.7327640954183673,0.9999012034578536,0.7273397445678711,0.025287458673119545,0.37420961260795593,3,Assault030_x264,DeepSORT,assault
69,0.013131278567016125,0.005505611188709736,0.6834499778288937,0.9999358659286175,0.7076760530471802,0.014487428590655327,0.3787709176540375,3,Assault030_x264,DeepSORT,assault
70,0.010863631032407284,0.005295881070196629,0.6151288098171086,0.9999668060477456,0.7127918004989624,0.022802678868174553,0.3704761266708374,3,Assault030_x264,DeepSORT,assault
71,0.010308284312486649,0.00984619464725256,0.40959134221849985,0.9999086384508592,0.7264178395271301,0.02221890538930893,0.38026106357574463,3,Assault030_x264,DeepSORT,assault
72,0.016943946480751038,0.252366840839386,0.43041833449065664,0.9205646906065641,0.712200403213501,0.01722121611237526,0.37594205141067505,3,Assault030_x264,DeepSORT,assault
73,0.26931077241897583,0.3106043040752411,0.4867026221826329,0.9023614894694608,0.7382586002349854,0.1005108579993248,0.28224146366119385,2,Assault030_x264,DeepSORT,assault
74,0.28936120867729187,0.006519604474306107,0.5451870276427564,0.9999139508563395,0.664882242679596,0.01600331813097,0.3605889678001404,2,Assault030_x264,DeepSORT,assault
75,0.2943049669265747,0.28035324811935425,0.8442878036412894,0.8586851788557243,0.5865919589996338,0.024356374517083168,0.34071144461631775,2,Assault030_x264,DeepSORT,assault
76,0.013951696455478668,0.12512831389904022,0.4824716235557731,0.9084364671305412,0.6497241854667664,0.008210831321775913,0.37888240814208984,2,Assault030_x264,DeepSORT,assault
77,0.13020655512809753,0.12182942777872086,0.6249880740475359,0.9161159787241806,0.6612036824226379,0.045215096324682236,0.32025814056396484,2,Assault030_x264,DeepSORT,assault
78,0.0279056578874588,0.22454369068145752,0.3879328882513802,0.9548008227545991,0.6811349391937256,0.032993994653224945,0.3433690071105957,2,Assault030_x264,DeepSORT,assault
79,0.2524493336677551,0.26332223415374756,0.6028229718259828,0.9476331272336423,0.7069875597953796,0.06497248262166977,0.31104975938796997,2,Assault030_x264,DeepSORT,assault
80,0.1029634103178978,0.01486644521355629,0.47970539694191794,0.9998228766241924,0.5928779244422913,0.018769459798932076,0.36878806352615356,2,Assault030_x264,DeepSORT,assault
81,0.11055904626846313,0.12825116515159607,0.38926227073683706,0.9429115689866597,0.5976617336273193,0.009824488312005997,0.33655962347984314,2,Assault030_x264,DeepSORT,assault
82,0.08431105315685272,0.058517083525657654,0.33597943378463213,0.9747768976288633,0.6858944296836853,0.014822114259004593,0.35900670289993286,2,Assault030_x264,DeepSORT,assault
83,0.03128466010093689,0.15910834074020386,0.2755276871978249,0.9191625327450347,0.6854909062385559,0.005750379990786314,0.3609147071838379,2,Assault030_x264,DeepSORT,assault
84,0.1518273651599884,0.1142260804772377,0.5751260235046456,0.9443619878592057,0.6423125267028809,0.008025310933589935,0.35752055048942566,2,Assault030_x264,DeepSORT,assault
85,0.07889293134212494,0.0948728621006012,0.49845415237711677,0.9459934995853544,0.6386027336120605,0.011921637691557407,0.362507700920105,2,Assault030_x264,DeepSORT,assault
86,0.08013885468244553,0.1015719324350357,0.4393082051503821,0.9603205564498581,0.7146077156066895,0.045180052518844604,0.3258157968521118,2,Assault030_x264,DeepSORT,assault
87,0.04663660749793053,0.17580682039260864,0.39024001231652433,0.9274010153326678,0.6845834255218506,0.009110498242080212,0.3720911741256714,2,Assault030_x264,DeepSORT,assault
88,0.14624907076358795,0.021809179335832596,0.35976921033675885,0.9993969706197626,0.6198989748954773,0.01143721491098404,0.3645032048225403,2,Assault030_x264,DeepSORT,assault
89,0.15379105508327484,0.10276520252227783,0.6110611286024029,0.9480558157214168,0.7092902064323425,0.11335146427154541,0.30227914452552795,2,Assault030_x264,DeepSORT,assault
90,0.0723278820514679,0.13650119304656982,0.401197798638462,0.9433191320707023,0.5776216387748718,0.08712614327669144,0.3101939558982849,2,Assault030_x264,DeepSORT,assault
